city_name,property_type,sub_property_type,locality,sale_price_range,sale_average_price,sale_q_o_q,view_trends_link
New Delhi,Residential,Builder Floor Apartment,Najafgarh,"4,940-7,893","6,416",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Najafgarh-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Navjeevan Vihar,"25,336-40,744","33,040",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Navjeevan-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Nawada,"4,120-6,852","5,486",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Nawada-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,New Friends Colony,"17,260-30,658","23,959",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-New-Friends-Colony-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,New Rajendra Nagar,"22,623-38,964","30,793",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-New-Rajendra-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Nilothi,"2,554-4,289","3,421",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Nilothi-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Okhla,"4,244-6,189","5,216",19,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Okhla-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Palam Marg,"32,876-54,093","43,485",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Palam-Marg-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Panchsheel Enclave,"27,063-39,552","33,307",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Panchsheel-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Panchsheel Park,"25,605-42,114","33,860",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Panchsheel-Park-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Pankha Road,"14,400-23,876","19,138",0.2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Pankha-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Paschim Vihar,"12,751-20,670","16,711",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Paschim-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Patel Nagar,"9,050-16,234","12,642",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Patel-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Phase 1 Vivek Vihar,"14,815-23,158","18,986",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Phase-1-Vivek-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Pitam Pura,"13,840-22,810","18,325",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Pitam-Pura-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Preet Vihar,"14,299-22,061","18,180",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Preet-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Punjabi Bagh,"12,547-23,565","18,056",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Punjabi-Bagh-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Pusa Road,"12,465-23,309","17,887",10,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Pusa-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Rajouri Garden,"12,455-21,530","16,993",0.2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Rajouri-Garden-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Razapur Khurd,"3,522-6,085","4,804",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Razapur-Khurd-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Rohini,"7,994-13,178","10,586",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Rohini-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Safdarjung Development Area,"30,074-47,283","38,678",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Safdarjung-Development-Area-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Safdarjung Enclave,"24,404-37,951","31,177",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Safdarjung-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sainik Farm,"4,728-8,016","6,372",13,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sainik-Farm-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Saket,"20,857-32,278","26,567",0.4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Saket-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sarvapriya Vihar,"25,461-38,474","31,967",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sarvapriya-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sarvodaya Enclave,"26,150-41,560","33,855",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sarvodaya-Enclave-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sector 16 Rohini,"8,234-13,604","10,919",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-16-Rohini-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sector 22 Rohini,"8,170-12,308","10,239",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-22-Rohini-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sector 24 Rohini,"8,360-13,499","10,930",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-24-Rohini-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sector 25 Rohini,"8,333-11,685","10,009",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-25-Rohini-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sector 7 Rohini,"9,911-16,652","13,281",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-7-Rohini-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sector 8 Dwarka,"9,865-16,231","13,048",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-8-Dwarka-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Shahdara,"4,479-7,549","6,014",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Shahdara-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Shankar Road,"16,761-28,407","22,584",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Shankar-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Shastri Nagar,"7,867-13,762","10,814",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Shastri-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Shivalik Colony,"22,207-32,455","27,331",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Shivalik-Colony-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,South Extension,"23,233-35,647","29,440",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-South-Extension-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,South Extension 2,"24,398-36,023","30,210",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-South-Extension-2-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sukhdev Vihar,"17,981-31,257","24,619",0.3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sukhdev-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sultanpur Mandi Road,"4,239-6,712","5,475",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sultanpur-Mandi-Road-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Sunlight Colony,"14,300-27,060","20,680",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sunlight-Colony-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Surajmal Vihar,"16,331-24,388","20,359",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Surajmal-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Swasthya Vihar,"16,168-23,145","19,657",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Swasthya-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Tagore Garden Extension,"12,966-24,395","18,681",12,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Tagore-Garden-Extension-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Tilak Nagar,"5,130-8,781","6,955",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Tilak-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Uday Park,"26,304-41,076","33,690",11,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Uday-Park-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Uttam Nagar,"3,810-6,211","5,011",0.5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Uttam-Nagar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Uttam Nagar West,"3,731-5,943","4,837",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Uttam-Nagar-West-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vasant Kunj,"9,593-14,559","12,076",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vasant-Kunj-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vasant Vihar,"32,628-54,153","43,390",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vasant-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vikas Marg,"8,234-16,872","12,553",0.5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vikas-Marg-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vikaspuri,"10,636-18,510","14,573",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vikaspuri-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vipin Garden,"4,083-6,631","5,357",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vipin-Garden-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vishnu Garden,"4,568-7,622","6,095",8,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vishnu-Garden-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Vivek Vihar,"14,144-22,909","18,526",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Vivek-Vihar-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,West End Colony,"45,943-68,461","57,202",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-West-End-Colony-in-New-Delhi
New Delhi,Residential,Builder Floor Apartment,Yojna Vihar,"14,721-24,008","19,364",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Yojna-Vihar-in-New-Delhi
New Delhi,Residential,Residential Plot,Anand Vihar,"3,77,111-5,30,663","4,53,887",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Anand-Vihar-in-New-Delhi
New Delhi,Residential,Residential Plot,Dwarka,"4,01,005-5,78,491","4,89,748",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Dwarka-in-New-Delhi
New Delhi,Residential,Residential Plot,Faridabad Gurgaon Road,"31,681-51,803","41,742",6,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Faridabad-Gurgaon-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,GT Karnal Road,"94,519-1,51,343","1,22,931",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-GT-Karnal-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Main Chhatarpur Road,"35,292-59,805","47,549",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Main-Chhatarpur-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Najafgarh,"43,927-76,533","60,230",44,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Najafgarh-in-New-Delhi
New Delhi,Residential,Residential Plot,Najafgarh Bahadurgarh Road,"33,758-63,972","48,865",24,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Najafgarh-Bahadurgarh-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Najafgarh Dhansa Road,"37,190-68,187","52,689",30,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Najafgarh-Dhansa-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Najafgarh Kapashera Road,"3,28,002-5,21,331","4,24,667",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Najafgarh-Kapashera-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Najafgarh Nangloi Road,"51,210-87,949","69,580",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Najafgarh-Nangloi-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Najafgarh Road Tagore Garden,"83,112-1,47,831","1,15,472",25,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Najafgarh-Road-Tagore-Garden-in-New-Delhi
New Delhi,Residential,Residential Plot,Nangloi Najafgarh Road,"51,273-88,160","69,716",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Nangloi-Najafgarh-Road-in-New-Delhi
New Delhi,Residential,Residential Plot,Rohini,"1,15,586-1,91,178","1,53,382",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Rohini-in-New-Delhi
New Delhi,Residential,Residential House,Burari,"6,666-10,871","8,769",39,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Burari-in-New-Delhi
New Delhi,Residential,Residential House,Burari Road,"6,601-10,577","8,589",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Burari-Road-in-New-Delhi
New Delhi,Residential,Residential House,Greater Kailash,"27,688-53,175","40,431",15,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Greater-Kailash-in-New-Delhi
New Delhi,Residential,Residential House,Jafrabad Main Road,"11,283-19,493","15,388",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Jafrabad-Main-Road-in-New-Delhi
New Delhi,Residential,Residential House,Najafgarh,"4,932-10,497","7,715",17,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Najafgarh-in-New-Delhi
New Delhi,Residential,Residential House,Najafgarh Bahadurgarh Road,"4,757-7,785","6,271",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Najafgarh-Bahadurgarh-Road-in-New-Delhi
New Delhi,Residential,Residential House,Najafgarh Road Tagore Garden,"7,508-14,072","10,790",6,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Najafgarh-Road-Tagore-Garden-in-New-Delhi
New Delhi,Residential,Residential House,New Friends Colony,"49,661-74,063","61,862",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-New-Friends-Colony-in-New-Delhi
New Delhi,Residential,Residential House,Pankha Road,"11,746-21,978","16,862",7,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Pankha-Road-in-New-Delhi
New Delhi,Residential,Residential House,Paschim Vihar,"18,632-37,272","27,952",47,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Paschim-Vihar-in-New-Delhi
New Delhi,Residential,Residential House,Rohini,"6,118-10,971","8,545",24,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Rohini-in-New-Delhi
New Delhi,Residential,Residential House,Sangam Vihar,"6,674-11,631","9,152",36,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Sangam-Vihar-in-New-Delhi
New Delhi,Residential,Residential House,Shahdara,"9,898-18,216","14,057",6,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Shahdara-in-New-Delhi
New Delhi,Residential,Residential House,Uttam Nagar,"6,199-12,716","9,457",8,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Uttam-Nagar-in-New-Delhi
New Delhi,Commercial,Commercial Office Space,Barakhamba Road,"26,114-41,747","33,931",5,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Office-Space-rates-Barakhamba-Road-in-New-Delhi
New Delhi,Commercial,Commercial Office Space,Dwarka,"13,265-25,447","19,356",0.4,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Office-Space-rates-Dwarka-in-New-Delhi
New Delhi,Commercial,Commercial Office Space,Okhla Industrial Area,"11,805-17,121","14,463",-,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Office-Space-rates-Okhla-Industrial-Area-in-New-Delhi
New Delhi,Commercial,Commercial Office Space,Ring Road,"12,741-24,113","18,427",-,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Office-Space-rates-Ring-Road-in-New-Delhi
New Delhi,Commercial,Commercial Office Space,Rohini,"15,172-23,970","19,571",-,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Office-Space-rates-Rohini-in-New-Delhi
New Delhi,Commercial,Commercial Office Space,Vikas Marg,"8,660-13,039","10,849",8,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Office-Space-rates-Vikas-Marg-in-New-Delhi
New Delhi,Commercial,Commercial Shop,Chandni Chowk,"93,365-1,52,408","1,22,886",13,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Shop-rates-Chandni-Chowk-in-New-Delhi
New Delhi,Commercial,Commercial Shop,Dwarka,"27,515-47,364","37,440",32,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Shop-rates-Dwarka-in-New-Delhi
New Delhi,Commercial,Commercial Shop,Rohini,"28,780-51,485","40,133",48,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Shop-rates-Rohini-in-New-Delhi
New Delhi,Commercial,Commercial Shop,Vikas Marg,"22,922-45,179","34,050",16,https://www.magicbricks.com/Property-Rates-Trends/Commercial-Shop-rates-Vikas-Marg-in-New-Delhi
